,GEOID,NAME,STATE_NAME,climate
591,19173,Taylor,Iowa,Cold/Very cold
592,19175,Union,Iowa,Cold/Very cold
593,19177,Van Buren,Iowa,Cold/Very cold
594,19179,Wapello,Iowa,Cold/Very cold
595,19181,Warren,Iowa,Cold/Very cold
596,19183,Washington,Iowa,Cold/Very cold
597,19187,Webster,Iowa,Cold/Very cold
598,19189,Winnebago,Iowa,Cold/Very cold
599,19191,Winneshiek,Iowa,Cold/Very cold
600,19193,Woodbury,Iowa,Cold/Very cold
601,19195,Worth,Iowa,Cold/Very cold
602,19197,Wright,Iowa,Cold/Very cold
603,20001,Allen,Kansas,Mixed-Humid
604,20003,Anderson,Kansas,Mixed-Humid
605,20005,Atchison,Kansas,Mixed-Humid
606,20009,Barton,Kansas,Mixed-Humid
607,20011,Bourbon,Kansas,Mixed-Humid
608,20013,Brown,Kansas,Mixed-Humid
609,20015,Butler,Kansas,Mixed-Humid
610,20021,Cherokee,Kansas,Mixed-Humid
611,20027,Clay,Kansas,Mixed-Humid
612,20029,Cloud,Kansas,Cold/Very cold
613,20031,Coffey,Kansas,Mixed-Humid
614,20035,Cowley,Kansas,Mixed-Humid
615,20037,Crawford,Kansas,Mixed-Humid
616,20041,Dickinson,Kansas,Mixed-Humid
617,20043,Doniphan,Kansas,Mixed-Humid
618,20045,Douglas,Kansas,Mixed-Humid
619,20051,Ellis,Kansas,Cold/Very cold
620,20053,Ellsworth,Kansas,Mixed-Humid
621,20055,Finney,Kansas,Mixed-Humid
622,20057,Ford,Kansas,Mixed-Humid
623,20059,Franklin,Kansas,Mixed-Humid
624,20061,Geary,Kansas,Mixed-Humid
625,20067,Grant,Kansas,Mixed-Humid
626,20069,Gray,Kansas,Mixed-Humid
627,20073,Greenwood,Kansas,Mixed-Humid
628,20077,Harper,Kansas,Mixed-Humid
629,20079,Harvey,Kansas,Mixed-Humid
630,20085,Jackson,Kansas,Mixed-Humid
631,20087,Jefferson,Kansas,Mixed-Humid
632,20091,Johnson,Kansas,Mixed-Humid
633,20093,Kearny,Kansas,Mixed-Humid
634,20095,Kingman,Kansas,Mixed-Humid
635,20099,Labette,Kansas,Mixed-Humid
636,20103,Leavenworth,Kansas,Mixed-Humid
637,20107,Linn,Kansas,Mixed-Humid
638,20111,Lyon,Kansas,Mixed-Humid
639,20113,McPherson,Kansas,Mixed-Humid
640,20115,Marion,Kansas,Mixed-Humid
641,20117,Marshall,Kansas,Mixed-Humid
642,20119,Meade,Kansas,Mixed-Humid
643,20121,Miami,Kansas,Mixed-Humid
644,20123,Mitchell,Kansas,Cold/Very cold
645,20125,Montgomery,Kansas,Mixed-Humid
646,20127,Morris,Kansas,Mixed-Humid
647,20131,Nemaha,Kansas,Mixed-Humid
648,20133,Neosho,Kansas,Mixed-Humid
649,20137,Norton,Kansas,Cold/Very cold
650,20139,Osage,Kansas,Mixed-Humid
651,20143,Ottawa,Kansas,Mixed-Humid
652,20145,Pawnee,Kansas,Mixed-Humid
653,20147,Phillips,Kansas,Cold/Very cold
654,20149,Pottawatomie,Kansas,Mixed-Humid
655,20151,Pratt,Kansas,Mixed-Humid
656,20155,Reno,Kansas,Mixed-Humid
657,20157,Republic,Kansas,Cold/Very cold
658,20159,Rice,Kansas,Mixed-Humid
659,20161,Riley,Kansas,Mixed-Humid
660,20163,Rooks,Kansas,Cold/Very cold
661,20167,Russell,Kansas,Mixed-Humid
662,20169,Saline,Kansas,Mixed-Humid
663,20171,Scott,Kansas,Cold/Very cold
664,20173,Sedgwick,Kansas,Mixed-Humid
665,20175,Seward,Kansas,Mixed-Humid
666,20177,Shawnee,Kansas,Mixed-Humid
667,20181,Sherman,Kansas,Cold/Very cold
668,20189,Stevens,Kansas,Mixed-Humid
669,20191,Sumner,Kansas,Mixed-Humid
670,20193,Thomas,Kansas,Cold/Very cold
671,20197,Wabaunsee,Kansas,Mixed-Humid
672,20201,Washington,Kansas,Mixed-Humid
673,20205,Wilson,Kansas,Mixed-Humid
674,20209,Wyandotte,Kansas,Mixed-Humid
675,21001,Adair,Kentucky,Mixed-Humid
676,21003,Allen,Kentucky,Mixed-Humid
677,21005,Anderson,Kentucky,Mixed-Humid
678,21009,Barren,Kentucky,Mixed-Humid
679,21011,Bath,Kentucky,Mixed-Humid
680,21013,Bell,Kentucky,Mixed-Humid
681,21015,Boone,Kentucky,Mixed-Humid
682,21017,Bourbon,Kentucky,Mixed-Humid
683,21019,Boyd,Kentucky,Mixed-Humid
684,21021,Boyle,Kentucky,Mixed-Humid
685,21025,Breathitt,Kentucky,Mixed-Humid
686,21027,Breckinridge,Kentucky,Mixed-Humid
687,21029,Bullitt,Kentucky,Mixed-Humid
688,21031,Butler,Kentucky,Mixed-Humid
689,21033,Caldwell,Kentucky,Mixed-Humid
690,21035,Calloway,Kentucky,Mixed-Humid
691,21037,Campbell,Kentucky,Mixed-Humid
692,21041,Carroll,Kentucky,Mixed-Humid
693,21043,Carter,Kentucky,Mixed-Humid
694,21045,Casey,Kentucky,Mixed-Humid
695,21047,Christian,Kentucky,Mixed-Humid
696,21049,Clark,Kentucky,Mixed-Humid
697,21051,Clay,Kentucky,Mixed-Humid
698,21053,Clinton,Kentucky,Mixed-Humid
699,21057,Cumberland,Kentucky,Mixed-Humid
700,21059,Daviess,Kentucky,Mixed-Humid
701,21061,Edmonson,Kentucky,Mixed-Humid
702,21063,Elliott,Kentucky,Mixed-Humid
703,21065,Estill,Kentucky,Mixed-Humid
704,21067,Fayette,Kentucky,Mixed-Humid
705,21069,Fleming,Kentucky,Mixed-Humid
706,21071,Floyd,Kentucky,Mixed-Humid
707,21073,Franklin,Kentucky,Mixed-Humid
708,21077,Gallatin,Kentucky,Mixed-Humid
709,21079,Garrard,Kentucky,Mixed-Humid
710,21081,Grant,Kentucky,Mixed-Humid
711,21083,Graves,Kentucky,Mixed-Humid
712,21085,Grayson,Kentucky,Mixed-Humid
713,21087,Green,Kentucky,Mixed-Humid
714,21089,Greenup,Kentucky,Mixed-Humid
715,21091,Hancock,Kentucky,Mixed-Humid
716,21093,Hardin,Kentucky,Mixed-Humid
717,21095,Harlan,Kentucky,Mixed-Humid
718,21097,Harrison,Kentucky,Mixed-Humid
719,21099,Hart,Kentucky,Mixed-Humid
720,21101,Henderson,Kentucky,Mixed-Humid
721,21103,Henry,Kentucky,Mixed-Humid
722,21107,Hopkins,Kentucky,Mixed-Humid
723,21109,Jackson,Kentucky,Mixed-Humid
724,21111,Jefferson,Kentucky,Mixed-Humid
725,21113,Jessamine,Kentucky,Mixed-Humid
726,21115,Johnson,Kentucky,Mixed-Humid
727,21117,Kenton,Kentucky,Mixed-Humid
728,21119,Knott,Kentucky,Mixed-Humid
729,21121,Knox,Kentucky,Mixed-Humid
730,21123,Larue,Kentucky,Mixed-Humid
731,21125,Laurel,Kentucky,Mixed-Humid
732,21127,Lawrence,Kentucky,Mixed-Humid
733,21129,Lee,Kentucky,Mixed-Humid
734,21131,Leslie,Kentucky,Mixed-Humid
735,21133,Letcher,Kentucky,Mixed-Humid
736,21135,Lewis,Kentucky,Mixed-Humid
737,21137,Lincoln,Kentucky,Mixed-Humid
738,21139,Livingston,Kentucky,Mixed-Humid
739,21141,Logan,Kentucky,Mixed-Humid
740,21145,McCracken,Kentucky,Mixed-Humid
741,21147,McCreary,Kentucky,Mixed-Humid
742,21149,McLean,Kentucky,Mixed-Humid
743,21151,Madison,Kentucky,Mixed-Humid
744,21153,Magoffin,Kentucky,Mixed-Humid
745,21155,Marion,Kentucky,Mixed-Humid
746,21157,Marshall,Kentucky,Mixed-Humid
747,21159,Martin,Kentucky,Mixed-Humid
748,21161,Mason,Kentucky,Mixed-Humid
749,21163,Meade,Kentucky,Mixed-Humid
750,21167,Mercer,Kentucky,Mixed-Humid
751,21169,Metcalfe,Kentucky,Mixed-Humid
752,21171,Monroe,Kentucky,Mixed-Humid
753,21173,Montgomery,Kentucky,Mixed-Humid
754,21175,Morgan,Kentucky,Mixed-Humid
755,21177,Muhlenberg,Kentucky,Mixed-Humid
756,21179,Nelson,Kentucky,Mixed-Humid
757,21183,Ohio,Kentucky,Mixed-Humid
758,21185,Oldham,Kentucky,Mixed-Humid
759,21187,Owen,Kentucky,Mixed-Humid
760,21191,Pendleton,Kentucky,Mixed-Humid
761,21193,Perry,Kentucky,Mixed-Humid
762,21195,Pike,Kentucky,Mixed-Humid
763,21197,Powell,Kentucky,Mixed-Humid
764,21199,Pulaski,Kentucky,Mixed-Humid
765,21203,Rockcastle,Kentucky,Mixed-Humid
766,21205,Rowan,Kentucky,Mixed-Humid
767,21207,Russell,Kentucky,Mixed-Humid
768,21209,Scott,Kentucky,Mixed-Humid
769,21211,Shelby,Kentucky,Mixed-Humid
770,21213,Simpson,Kentucky,Mixed-Humid
771,21215,Spencer,Kentucky,Mixed-Humid
772,21217,Taylor,Kentucky,Mixed-Humid
773,21219,Todd,Kentucky,Mixed-Humid
774,21221,Trigg,Kentucky,Mixed-Humid
775,21225,Union,Kentucky,Mixed-Humid
776,21227,Warren,Kentucky,Mixed-Humid
777,21229,Washington,Kentucky,Mixed-Humid
778,21231,Wayne,Kentucky,Mixed-Humid
779,21233,Webster,Kentucky,Mixed-Humid
780,21235,Whitley,Kentucky,Mixed-Humid
781,21239,Woodford,Kentucky,Mixed-Humid
782,22001,Acadia,Louisiana,Hot-Humid
783,22003,Allen,Louisiana,Hot-Humid
784,22005,Ascension,Louisiana,Hot-Humid
785,22007,Assumption,Louisiana,Hot-Humid
786,22009,Avoyelles,Louisiana,Hot-Humid
787,22011,Beauregard,Louisiana,Hot-Humid
788,22013,Bienville,Louisiana,Hot-Humid
789,22015,Bossier,Louisiana,Hot-Humid
790,22017,Caddo,Louisiana,Hot-Humid
791,22019,Calcasieu,Louisiana,Hot-Humid
792,22021,Caldwell,Louisiana,Hot-Humid
793,22023,Cameron,Louisiana,Hot-Humid
794,22025,Catahoula,Louisiana,Hot-Humid
795,22027,Claiborne,Louisiana,Hot-Humid
796,22029,Concordia,Louisiana,Hot-Humid
797,22031,De Soto,Louisiana,Hot-Humid
798,22033,East Baton Rouge,Louisiana,Hot-Humid
799,22035,East Carroll,Louisiana,Mixed-Humid
800,22037,East Feliciana,Louisiana,Hot-Humid
801,22039,Evangeline,Louisiana,Hot-Humid
802,22041,Franklin,Louisiana,Hot-Humid
803,22043,Grant,Louisiana,Hot-Humid
804,22045,Iberia,Louisiana,Hot-Humid
805,22047,Iberville,Louisiana,Hot-Humid
806,22049,Jackson,Louisiana,Hot-Humid
807,22051,Jefferson,Louisiana,Hot-Humid
808,22053,Jefferson Davis,Louisiana,Hot-Humid
809,22055,Lafayette,Louisiana,Hot-Humid
810,22057,Lafourche,Louisiana,Hot-Humid
811,22059,La Salle,Louisiana,Hot-Humid
812,22061,Lincoln,Louisiana,Hot-Humid
813,22063,Livingston,Louisiana,Hot-Humid
814,22065,Madison,Louisiana,Hot-Humid
815,22067,Morehouse,Louisiana,Mixed-Humid
816,22069,Natchitoches,Louisiana,Hot-Humid
817,22071,Orleans,Louisiana,Hot-Humid
818,22073,Ouachita,Louisiana,Hot-Humid
819,22075,Plaquemines,Louisiana,Hot-Humid
820,22077,Pointe Coupee,Louisiana,Hot-Humid
821,22079,Rapides,Louisiana,Hot-Humid
822,22081,Red River,Louisiana,Hot-Humid
823,22083,Richland,Louisiana,Hot-Humid
824,22085,Sabine,Louisiana,Hot-Humid
825,22087,St. Bernard,Louisiana,Hot-Humid
826,22089,St. Charles,Louisiana,Hot-Humid
827,22091,St. Helena,Louisiana,Hot-Humid
828,22093,St. James,Louisiana,Hot-Humid
829,22095,St. John the Baptist,Louisiana,Hot-Humid
830,22097,St. Landry,Louisiana,Hot-Humid
831,22099,St. Martin,Louisiana,Hot-Humid
832,22101,St. Mary,Louisiana,Hot-Humid
833,22103,St. Tammany,Louisiana,Hot-Humid
834,22105,Tangipahoa,Louisiana,Hot-Humid
835,22109,Terrebonne,Louisiana,Hot-Humid
836,22111,Union,Louisiana,Hot-Humid
837,22113,Vermilion,Louisiana,Hot-Humid
838,22115,Vernon,Louisiana,Hot-Humid
839,22117,Washington,Louisiana,Hot-Humid
840,22119,Webster,Louisiana,Hot-Humid
841,22121,West Baton Rouge,Louisiana,Hot-Humid
842,22123,West Carroll,Louisiana,Mixed-Humid
843,22125,West Feliciana,Louisiana,Hot-Humid
844,22127,Winn,Louisiana,Hot-Humid
845,23001,Androscoggin,Maine,Cold/Very cold
846,23003,Aroostook,Maine,Cold/Very cold
847,23005,Cumberland,Maine,Cold/Very cold
848,23007,Franklin,Maine,Cold/Very cold
849,23009,Hancock,Maine,Cold/Very cold
850,23011,Kennebec,Maine,Cold/Very cold
851,23017,Oxford,Maine,Cold/Very cold
852,23019,Penobscot,Maine,Cold/Very cold
853,23023,Sagadahoc,Maine,Cold/Very cold
854,23025,Somerset,Maine,Cold/Very cold
855,23031,York,Maine,Cold/Very cold
856,24001,Allegany,Maryland,Mixed-Humid
857,24003,Anne Arundel,Maryland,Mixed-Humid
858,24005,Baltimore County,Maryland,Mixed-Humid
859,24009,Calvert,Maryland,Mixed-Humid
860,24011,Caroline,Maryland,Mixed-Humid
861,24013,Carroll,Maryland,Mixed-Humid
862,24015,Cecil,Maryland,Mixed-Humid
863,24017,Charles,Maryland,Mixed-Humid
864,24019,Dorchester,Maryland,Mixed-Humid
865,24021,Frederick,Maryland,Mixed-Humid
866,24023,Garrett,Maryland,Cold/Very cold
867,24025,Harford,Maryland,Mixed-Humid
868,24027,Howard,Maryland,Mixed-Humid
869,24029,Kent,Maryland,Mixed-Humid
870,24031,Montgomery,Maryland,Mixed-Humid
871,24033,Prince George's,Maryland,Mixed-Humid
872,24035,Queen Anne's,Maryland,Mixed-Humid
873,24037,St. Mary's,Maryland,Mixed-Humid
874,24039,Somerset,Maryland,Mixed-Humid
875,24041,Talbot,Maryland,Mixed-Humid
876,24043,Washington,Maryland,Mixed-Humid
877,24045,Wicomico,Maryland,Mixed-Humid
878,24047,Worcester,Maryland,Mixed-Humid
879,24510,Baltimore City,Maryland,Mixed-Humid
880,25001,Barnstable,Massachusetts,Cold/Very cold
881,25003,Berkshire,Massachusetts,Cold/Very cold
882,25005,Bristol,Massachusetts,Cold/Very cold
883,25009,Essex,Massachusetts,Cold/Very cold
884,25011,Franklin,Massachusetts,Cold/Very cold
885,25013,Hampden,Massachusetts,Cold/Very cold
886,25015,Hampshire,Massachusetts,Cold/Very cold
887,25017,Middlesex,Massachusetts,Cold/Very cold
888,25021,Norfolk,Massachusetts,Cold/Very cold
889,25023,Plymouth,Massachusetts,Cold/Very cold
890,25025,Suffolk,Massachusetts,Cold/Very cold
891,25027,Worcester,Massachusetts,Cold/Very cold
892,26005,Allegan,Michigan,Cold/Very cold
893,26007,Alpena,Michigan,Cold/Very cold
894,26009,Antrim,Michigan,Cold/Very cold
895,26011,Arenac,Michigan,Cold/Very cold
896,26013,Baraga,Michigan,Cold/Very cold
897,26015,Barry,Michigan,Cold/Very cold
898,26017,Bay,Michigan,Cold/Very cold
899,26019,Benzie,Michigan,Cold/Very cold
900,26021,Berrien,Michigan,Cold/Very cold
901,26023,Branch,Michigan,Cold/Very cold
902,26025,Calhoun,Michigan,Cold/Very cold
903,26027,Cass,Michigan,Cold/Very cold
904,26029,Charlevoix,Michigan,Cold/Very cold
905,26031,Cheboygan,Michigan,Cold/Very cold
906,26033,Chippewa,Michigan,Cold/Very cold
907,26035,Clare,Michigan,Cold/Very cold
908,26037,Clinton,Michigan,Cold/Very cold
909,26039,Crawford,Michigan,Cold/Very cold
910,26041,Delta,Michigan,Cold/Very cold
911,26043,Dickinson,Michigan,Cold/Very cold
912,26045,Eaton,Michigan,Cold/Very cold
913,26047,Emmet,Michigan,Cold/Very cold
914,26049,Genesee,Michigan,Cold/Very cold
915,26051,Gladwin,Michigan,Cold/Very cold
916,26053,Gogebic,Michigan,Cold/Very cold
917,26055,Grand Traverse,Michigan,Cold/Very cold
918,26057,Gratiot,Michigan,Cold/Very cold
919,26059,Hillsdale,Michigan,Cold/Very cold
920,26061,Houghton,Michigan,Cold/Very cold
921,26063,Huron,Michigan,Cold/Very cold
922,26065,Ingham,Michigan,Cold/Very cold
923,26067,Ionia,Michigan,Cold/Very cold
924,26069,Iosco,Michigan,Cold/Very cold
925,26071,Iron,Michigan,Cold/Very cold
926,26073,Isabella,Michigan,Cold/Very cold
927,26075,Jackson,Michigan,Cold/Very cold
928,26077,Kalamazoo,Michigan,Cold/Very cold
929,26079,Kalkaska,Michigan,Cold/Very cold
930,26081,Kent,Michigan,Cold/Very cold
931,26087,Lapeer,Michigan,Cold/Very cold
932,26089,Leelanau,Michigan,Cold/Very cold
933,26091,Lenawee,Michigan,Cold/Very cold
934,26093,Livingston,Michigan,Cold/Very cold
935,26099,Macomb,Michigan,Cold/Very cold
936,26101,Manistee,Michigan,Cold/Very cold
937,26103,Marquette,Michigan,Cold/Very cold
938,26105,Mason,Michigan,Cold/Very cold
939,26107,Mecosta,Michigan,Cold/Very cold
940,26109,Menominee,Michigan,Cold/Very cold
941,26111,Midland,Michigan,Cold/Very cold
942,26113,Missaukee,Michigan,Cold/Very cold
943,26115,Monroe,Michigan,Cold/Very cold
944,26117,Montcalm,Michigan,Cold/Very cold
945,26121,Muskegon,Michigan,Cold/Very cold
946,26123,Newaygo,Michigan,Cold/Very cold
947,26125,Oakland,Michigan,Cold/Very cold
948,26127,Oceana,Michigan,Cold/Very cold
949,26129,Ogemaw,Michigan,Cold/Very cold
950,26133,Osceola,Michigan,Cold/Very cold
951,26137,Otsego,Michigan,Cold/Very cold
952,26139,Ottawa,Michigan,Cold/Very cold
953,26141,Presque Isle,Michigan,Cold/Very cold
954,26143,Roscommon,Michigan,Cold/Very cold
955,26145,Saginaw,Michigan,Cold/Very cold
956,26147,St. Clair,Michigan,Cold/Very cold
957,26149,St. Joseph,Michigan,Cold/Very cold
958,26151,Sanilac,Michigan,Cold/Very cold
959,26155,Shiawassee,Michigan,Cold/Very cold
960,26157,Tuscola,Michigan,Cold/Very cold
961,26159,Van Buren,Michigan,Cold/Very cold
962,26161,Washtenaw,Michigan,Cold/Very cold
963,26163,Wayne,Michigan,Cold/Very cold
964,26165,Wexford,Michigan,Cold/Very cold
965,27001,Aitkin,Minnesota,Cold/Very cold
966,27003,Anoka,Minnesota,Cold/Very cold
967,27005,Becker,Minnesota,Cold/Very cold
968,27007,Beltrami,Minnesota,Cold/Very cold
969,27009,Benton,Minnesota,Cold/Very cold
970,27011,Big Stone,Minnesota,Cold/Very cold
971,27013,Blue Earth,Minnesota,Cold/Very cold
972,27015,Brown,Minnesota,Cold/Very cold
973,27017,Carlton,Minnesota,Cold/Very cold
974,27019,Carver,Minnesota,Cold/Very cold
975,27021,Cass,Minnesota,Cold/Very cold
976,27023,Chippewa,Minnesota,Cold/Very cold
977,27025,Chisago,Minnesota,Cold/Very cold
978,27027,Clay,Minnesota,Cold/Very cold
979,27029,Clearwater,Minnesota,Cold/Very cold
980,27033,Cottonwood,Minnesota,Cold/Very cold
981,27035,Crow Wing,Minnesota,Cold/Very cold
982,27037,Dakota,Minnesota,Cold/Very cold
983,27039,Dodge,Minnesota,Cold/Very cold
984,27041,Douglas,Minnesota,Cold/Very cold
985,27043,Faribault,Minnesota,Cold/Very cold
986,27045,Fillmore,Minnesota,Cold/Very cold
987,27047,Freeborn,Minnesota,Cold/Very cold
988,27049,Goodhue,Minnesota,Cold/Very cold
989,27053,Hennepin,Minnesota,Cold/Very cold
990,27055,Houston,Minnesota,Cold/Very cold
991,27057,Hubbard,Minnesota,Cold/Very cold
992,27059,Isanti,Minnesota,Cold/Very cold
993,27061,Itasca,Minnesota,Cold/Very cold
994,27063,Jackson,Minnesota,Cold/Very cold
995,27065,Kanabec,Minnesota,Cold/Very cold
996,27067,Kandiyohi,Minnesota,Cold/Very cold
997,27071,Koochiching,Minnesota,Cold/Very cold
998,27073,Lac qui Parle,Minnesota,Cold/Very cold
999,27075,Lake,Minnesota,Cold/Very cold
1000,27079,Le Sueur,Minnesota,Cold/Very cold
1001,27081,Lincoln,Minnesota,Cold/Very cold
1002,27083,Lyon,Minnesota,Cold/Very cold
1003,27085,McLeod,Minnesota,Cold/Very cold
1004,27087,Mahnomen,Minnesota,Cold/Very cold
1005,27089,Marshall,Minnesota,Cold/Very cold
1006,27091,Martin,Minnesota,Cold/Very cold
1007,27093,Meeker,Minnesota,Cold/Very cold
1008,27095,Mille Lacs,Minnesota,Cold/Very cold
1009,27097,Morrison,Minnesota,Cold/Very cold
1010,27099,Mower,Minnesota,Cold/Very cold
1011,27101,Murray,Minnesota,Cold/Very cold
1012,27103,Nicollet,Minnesota,Cold/Very cold
1013,27105,Nobles,Minnesota,Cold/Very cold
1014,27107,Norman,Minnesota,Cold/Very cold
1015,27109,Olmsted,Minnesota,Cold/Very cold
1016,27111,Otter Tail,Minnesota,Cold/Very cold
1017,27113,Pennington,Minnesota,Cold/Very cold
1018,27115,Pine,Minnesota,Cold/Very cold
1019,27117,Pipestone,Minnesota,Cold/Very cold
1020,27119,Polk,Minnesota,Cold/Very cold
1021,27121,Pope,Minnesota,Cold/Very cold
1022,27123,Ramsey,Minnesota,Cold/Very cold
1023,27127,Redwood,Minnesota,Cold/Very cold
1024,27129,Renville,Minnesota,Cold/Very cold
1025,27131,Rice,Minnesota,Cold/Very cold
1026,27133,Rock,Minnesota,Cold/Very cold
1027,27135,Roseau,Minnesota,Cold/Very cold
1028,27137,St. Louis,Minnesota,Cold/Very cold
1029,27139,Scott,Minnesota,Cold/Very cold
1030,27141,Sherburne,Minnesota,Cold/Very cold
1031,27143,Sibley,Minnesota,Cold/Very cold
1032,27145,Stearns,Minnesota,Cold/Very cold
1033,27147,Steele,Minnesota,Cold/Very cold
1034,27149,Stevens,Minnesota,Cold/Very cold
1035,27151,Swift,Minnesota,Cold/Very cold
1036,27153,Todd,Minnesota,Cold/Very cold
1037,27157,Wabasha,Minnesota,Cold/Very cold
1038,27159,Wadena,Minnesota,Cold/Very cold
1039,27161,Waseca,Minnesota,Cold/Very cold
1040,27163,Washington,Minnesota,Cold/Very cold
1041,27165,Watonwan,Minnesota,Cold/Very cold
1042,27167,Wilkin,Minnesota,Cold/Very cold
1043,27169,Winona,Minnesota,Cold/Very cold
1044,27171,Wright,Minnesota,Cold/Very cold
1045,27173,Yellow Medicine,Minnesota,Cold/Very cold
1046,28001,Adams,Mississippi,Hot-Humid
1047,28003,Alcorn,Mississippi,Mixed-Humid
1048,28005,Amite,Mississippi,Hot-Humid
1049,28007,Attala,Mississippi,Mixed-Humid
1050,28009,Benton,Mississippi,Mixed-Humid
1051,28011,Bolivar,Mississippi,Mixed-Humid
1052,28013,Calhoun,Mississippi,Mixed-Humid
1053,28015,Carroll,Mississippi,Mixed-Humid
1054,28017,Chickasaw,Mississippi,Mixed-Humid
1055,28019,Choctaw,Mississippi,Mixed-Humid
1056,28021,Claiborne,Mississippi,Hot-Humid
1057,28023,Clarke,Mississippi,Mixed-Humid
1058,28025,Clay,Mississippi,Mixed-Humid
1059,28027,Coahoma,Mississippi,Mixed-Humid
1060,28029,Copiah,Mississippi,Hot-Humid
1061,28031,Covington,Mississippi,Hot-Humid
1062,28033,DeSoto,Mississippi,Mixed-Humid
1063,28035,Forrest,Mississippi,Hot-Humid
1064,28037,Franklin,Mississippi,Hot-Humid
1065,28039,George,Mississippi,Hot-Humid
1066,28041,Greene,Mississippi,Hot-Humid
1067,28043,Grenada,Mississippi,Mixed-Humid
1068,28045,Hancock,Mississippi,Hot-Humid
1069,28047,Harrison,Mississippi,Hot-Humid
1070,28049,Hinds,Mississippi,Hot-Humid
1071,28051,Holmes,Mississippi,Mixed-Humid
1072,28053,Humphreys,Mississippi,Mixed-Humid
1073,28057,Itawamba,Mississippi,Mixed-Humid
1074,28059,Jackson,Mississippi,Hot-Humid
1075,28061,Jasper,Mississippi,Mixed-Humid
1076,28063,Jefferson,Mississippi,Hot-Humid
1077,28065,Jefferson Davis,Mississippi,Hot-Humid
1078,28067,Jones,Mississippi,Hot-Humid
1079,28069,Kemper,Mississippi,Mixed-Humid
1080,28071,Lafayette,Mississippi,Mixed-Humid
1081,28073,Lamar,Mississippi,Hot-Humid
1082,28075,Lauderdale,Mississippi,Mixed-Humid
1083,28077,Lawrence,Mississippi,Hot-Humid
1084,28079,Leake,Mississippi,Mixed-Humid
1085,28081,Lee,Mississippi,Mixed-Humid
1086,28083,Leflore,Mississippi,Mixed-Humid
1087,28085,Lincoln,Mississippi,Hot-Humid
1088,28087,Lowndes,Mississippi,Mixed-Humid
1089,28089,Madison,Mississippi,Mixed-Humid
1090,28091,Marion,Mississippi,Hot-Humid
1091,28093,Marshall,Mississippi,Mixed-Humid
1092,28095,Monroe,Mississippi,Mixed-Humid
1093,28097,Montgomery,Mississippi,Mixed-Humid
1094,28099,Neshoba,Mississippi,Mixed-Humid
1095,28101,Newton,Mississippi,Mixed-Humid
1096,28103,Noxubee,Mississippi,Mixed-Humid
1097,28105,Oktibbeha,Mississippi,Mixed-Humid
1098,28107,Panola,Mississippi,Mixed-Humid
1099,28109,Pearl River,Mississippi,Hot-Humid
1100,28111,Perry,Mississippi,Hot-Humid
1101,28113,Pike,Mississippi,Hot-Humid
1102,28115,Pontotoc,Mississippi,Mixed-Humid
1103,28117,Prentiss,Mississippi,Mixed-Humid
1104,28119,Quitman,Mississippi,Mixed-Humid
1105,28121,Rankin,Mississippi,Hot-Humid
1106,28123,Scott,Mississippi,Mixed-Humid
1107,28125,Sharkey,Mississippi,Mixed-Humid
1108,28127,Simpson,Mississippi,Hot-Humid
1109,28129,Smith,Mississippi,Hot-Humid
1110,28131,Stone,Mississippi,Hot-Humid
1111,28133,Sunflower,Mississippi,Mixed-Humid
1112,28135,Tallahatchie,Mississippi,Mixed-Humid
1113,28137,Tate,Mississippi,Mixed-Humid
1114,28139,Tippah,Mississippi,Mixed-Humid
1115,28141,Tishomingo,Mississippi,Mixed-Humid
1116,28143,Tunica,Mississippi,Mixed-Humid
1117,28145,Union,Mississippi,Mixed-Humid
1118,28147,Walthall,Mississippi,Hot-Humid
1119,28149,Warren,Mississippi,Hot-Humid
1120,28151,Washington,Mississippi,Mixed-Humid
1121,28153,Wayne,Mississippi,Hot-Humid
1122,28155,Webster,Mississippi,Mixed-Humid
1123,28157,Wilkinson,Mississippi,Hot-Humid
1124,28159,Winston,Mississippi,Mixed-Humid
1125,28161,Yalobusha,Mississippi,Mixed-Humid
1126,28163,Yazoo,Mississippi,Mixed-Humid
1127,29001,Adair,Missouri,Cold/Very cold
1128,29003,Andrew,Missouri,Cold/Very cold
1129,29007,Audrain,Missouri,Mixed-Humid
1130,29009,Barry,Missouri,Mixed-Humid
1131,29011,Barton,Missouri,Mixed-Humid
1132,29013,Bates,Missouri,Mixed-Humid
1133,29015,Benton,Missouri,Mixed-Humid
1134,29017,Bollinger,Missouri,Mixed-Humid
1135,29019,Boone,Missouri,Mixed-Humid
1136,29021,Buchanan,Missouri,Cold/Very cold
1137,29023,Butler,Missouri,Mixed-Humid
1138,29025,Caldwell,Missouri,Cold/Very cold
1139,29027,Callaway,Missouri,Mixed-Humid
1140,29029,Camden,Missouri,Mixed-Humid
1141,29031,Cape Girardeau,Missouri,Mixed-Humid
1142,29033,Carroll,Missouri,Mixed-Humid
1143,29037,Cass,Missouri,Mixed-Humid
1144,29039,Cedar,Missouri,Mixed-Humid
1145,29043,Christian,Missouri,Mixed-Humid
1146,29047,Clay,Missouri,Mixed-Humid
1147,29049,Clinton,Missouri,Cold/Very cold
1148,29051,Cole,Missouri,Mixed-Humid
1149,29053,Cooper,Missouri,Mixed-Humid
1150,29055,Crawford,Missouri,Mixed-Humid
