"","fipscode","county","obesity_rate","smoke_rate"
"600",16069,"Nez Perce County",0.309,0.149972458
"601",16071,"Oneida County",0.294,0.129602435
"602",16073,"Owyhee County",0.393,0.155155141
"603",16075,"Payette County",0.346,0.146518794
"604",16077,"Power County",0.356,0.145065993
"605",16079,"Shoshone County",0.354,0.148220532
"606",16081,"Teton County",0.214,0.134764039
"607",16083,"Twin Falls County",0.328,0.138711118
"608",16085,"Valley County",0.278,0.11845525
"609",16087,"Washington County",0.351,0.150950734
"610",17000,"Illinois",0.297,0.154594035
"611",17001,"Adams County",0.366,0.154571871
"612",17003,"Alexander County",0.262,0.215519186
"613",17005,"Bond County",0.255,0.165710085
"614",17007,"Boone County",0.334,0.151358195
"615",17009,"Brown County",0.234,0.169625691
"616",17011,"Bureau County",0.274,0.147116047
"617",17013,"Calhoun County",0.362,0.148250658
"618",17015,"Carroll County",0.251,0.143499594
"619",17017,"Cass County",0.347,0.159206666
"620",17019,"Champaign County",0.308,0.157651813
"621",17021,"Christian County",0.292,0.156591561
"622",17023,"Clark County",0.368,0.160577199
"623",17025,"Clay County",0.235,0.158319435
"624",17027,"Clinton County",0.389,0.150212063
"625",17029,"Coles County",0.366,0.187880861
"626",17031,"Cook County",0.28,0.137761832
"627",17033,"Crawford County",0.275,0.159795744
"628",17035,"Cumberland County",0.325,0.158635929
"629",17037,"DeKalb County",0.317,0.158954107
"630",17039,"De Witt County",0.275,0.154787298
"631",17041,"Douglas County",0.309,0.157150286
"632",17043,"DuPage County",0.269,0.122574963
"633",17045,"Edgar County",0.309,0.153602903
"634",17047,"Edwards County",0.302,0.149869624
"635",17049,"Effingham County",0.272,0.151182827
"636",17051,"Fayette County",0.242,0.174332428
"637",17053,"Ford County",0.252,0.164419384
"638",17055,"Franklin County",0.266,0.17773051
"639",17057,"Fulton County",0.288,0.167848467
"640",17059,"Gallatin County",0.23,0.170271566
"641",17061,"Greene County",0.282,0.168753657
"642",17063,"Grundy County",0.349,0.145144421
"643",17065,"Hamilton County",0.254,0.160295689
"644",17067,"Hancock County",0.311,0.146525417
"645",17069,"Hardin County",0.245,0.179581925
"646",17071,"Henderson County",0.265,0.143143527
"647",17073,"Henry County",0.366,0.146948895
"648",17075,"Iroquois County",0.29,0.156466592
"649",17077,"Jackson County",0.237,0.188225724
"650",17079,"Jasper County",0.249,0.149250713
"651",17081,"Jefferson County",0.333,0.171556194
"652",17083,"Jersey County",0.338,0.145915942
"653",17085,"Jo Daviess County",0.287,0.132120448
"654",17087,"Johnson County",0.246,0.165306597
"655",17089,"Kane County",0.288,0.131426205
"656",17091,"Kankakee County",0.412,0.160234351
"657",17093,"Kendall County",0.314,0.138753414
"658",17095,"Knox County",0.292,0.177575838
"659",17097,"Lake County",0.254,0.137590333
"660",17099,"La Salle County",0.281,0.160650175
"661",17101,"Lawrence County",0.226,0.178135061
"662",17103,"Lee County",0.371,0.160185951
"663",17105,"Livingston County",0.343,0.159775537
"664",17107,"Logan County",0.361,0.149360694
"665",17109,"McDonough County",0.348,0.167492917
"666",17111,"McHenry County",0.33,0.136118001
"667",17113,"McLean County",0.335,0.149737737
"668",17115,"Macon County",0.315,0.16439218
"669",17117,"Macoupin County",0.28,0.15814531
"670",17119,"Madison County",0.369,0.164769642
"671",17121,"Marion County",0.296,0.17383113
"672",17123,"Marshall County",0.265,0.144774726
"673",17125,"Mason County",0.298,0.162403599
"674",17127,"Massac County",0.334,0.162499284
"675",17129,"Menard County",0.301,0.146164252
"676",17131,"Mercer County",0.326,0.151545654
"677",17133,"Monroe County",0.363,0.129673207
"678",17135,"Montgomery County",0.31,0.161100204
"679",17137,"Morgan County",0.321,0.161365253
"680",17139,"Moultrie County",0.248,0.156962604
"681",17141,"Ogle County",0.371,0.150280755
"682",17143,"Peoria County",0.359,0.165955653
"683",17145,"Perry County",0.321,0.161458672
"684",17147,"Piatt County",0.252,0.134295471
"685",17149,"Pike County",0.298,0.167105082
"686",17151,"Pope County",0.266,0.145758756
"687",17153,"Pulaski County",0.346,0.193714241
"688",17155,"Putnam County",0.26,0.136312989
"689",17157,"Randolph County",0.272,0.171981937
"690",17159,"Richland County",0.281,0.16866836
"691",17161,"Rock Island County",0.337,0.165978529
"692",17163,"St. Clair County",0.371,0.17634095
"693",17165,"Saline County",0.271,0.18731812
"694",17167,"Sangamon County",0.306,0.16901596
"695",17169,"Schuyler County",0.259,0.164598911
"696",17171,"Scott County",0.282,0.160111248
"697",17173,"Shelby County",0.323,0.156082807
"698",17175,"Stark County",0.255,0.158590731
"699",17177,"Stephenson County",0.34,0.161631535
"700",17179,"Tazewell County",0.325,0.153013273
"701",17181,"Union County",0.372,0.169234309
"702",17183,"Vermilion County",0.409,0.176737396
"703",17185,"Wabash County",0.354,0.158928839
"704",17187,"Warren County",0.261,0.151265668
"705",17189,"Washington County",0.284,0.148982268
"706",17191,"Wayne County",0.311,0.160569158
"707",17193,"White County",0.294,0.159895557
"708",17195,"Whiteside County",0.335,0.152350053
"709",17197,"Will County",0.318,0.130704655
"710",17199,"Williamson County",0.269,0.160980258
"711",17201,"Winnebago County",0.333,0.170295166
"712",17203,"Woodford County",0.271,0.135631083
"713",18000,"Indiana",0.334,0.217778291
"714",18001,"Adams County",0.348,0.204544449
"715",18003,"Allen County",0.323,0.19774598
"716",18005,"Bartholomew County",0.323,0.185887541
"717",18007,"Benton County",0.332,0.20870573
"718",18009,"Blackford County",0.342,0.197089253
"719",18011,"Boone County",0.276,0.160865719
"720",18013,"Brown County",0.312,0.187204106
"721",18015,"Carroll County",0.372,0.183413534
"722",18017,"Cass County",0.321,0.206381732
"723",18019,"Clark County",0.368,0.222260782
"724",18021,"Clay County",0.357,0.199880034
"725",18023,"Clinton County",0.384,0.197675187
"726",18025,"Crawford County",0.295,0.227639458
"727",18027,"Daviess County",0.366,0.200423808
"728",18029,"Dearborn County",0.337,0.200873821
"729",18031,"Decatur County",0.335,0.184414051
"730",18033,"De Kalb County",0.303,0.197943243
"731",18035,"Delaware County",0.341,0.209644266
"732",18037,"Dubois County",0.295,0.169562858
"733",18039,"Elkhart County",0.336,0.198859988
"734",18041,"Fayette County",0.373,0.228956525
"735",18043,"Floyd County",0.347,0.216576411
"736",18045,"Fountain County",0.323,0.205689503
"737",18047,"Franklin County",0.372,0.194215151
"738",18049,"Fulton County",0.383,0.195186557
"739",18051,"Gibson County",0.291,0.192230856
"740",18053,"Grant County",0.373,0.215446965
"741",18055,"Greene County",0.383,0.209477388
"742",18057,"Hamilton County",0.26,0.13307634
"743",18059,"Hancock County",0.376,0.167737294
"744",18061,"Harrison County",0.381,0.200971326
"745",18063,"Hendricks County",0.315,0.16052192
"746",18065,"Henry County",0.295,0.206177634
"747",18067,"Howard County",0.351,0.211917753
"748",18069,"Huntington County",0.374,0.187955103
"749",18071,"Jackson County",0.305,0.219553561
"750",18073,"Jasper County",0.357,0.194919731
"751",18075,"Jay County",0.348,0.219768138
"752",18077,"Jefferson County",0.35,0.230576588
"753",18079,"Jennings County",0.395,0.217662388
"754",18081,"Johnson County",0.314,0.182508955
"755",18083,"Knox County",0.344,0.203962583
"756",18085,"Kosciusko County",0.344,0.190350896
"757",18087,"Lagrange County",0.37,0.188651745
"758",18089,"Lake County",0.355,0.186478692
"759",18091,"La Porte County",0.369,0.226834812
"760",18093,"Lawrence County",0.322,0.191723815
"761",18095,"Madison County",0.388,0.216386955
"762",18097,"Marion County",0.325,0.1924162
"763",18099,"Marshall County",0.414,0.207959188
"764",18101,"Martin County",0.425,0.204381285
"765",18103,"Miami County",0.367,0.240213126
"766",18105,"Monroe County",0.253,0.199232515
"767",18107,"Montgomery County",0.254,0.19591305
"768",18109,"Morgan County",0.359,0.194782561
"769",18111,"Newton County",0.306,0.207303086
"770",18113,"Noble County",0.382,0.189357688
"771",18115,"Ohio County",0.356,0.167369763
"772",18117,"Orange County",0.355,0.211965393
"773",18119,"Owen County",0.316,0.204919306
"774",18121,"Parke County",0.297,0.22048813
"775",18123,"Perry County",0.357,0.207449246
"776",18125,"Pike County",0.384,0.197801555
"777",18127,"Porter County",0.335,0.18784419
"778",18129,"Posey County",0.313,0.187011333
"779",18131,"Pulaski County",0.312,0.189745089
"780",18133,"Putnam County",0.305,0.190136371
"781",18135,"Randolph County",0.36,0.213627239
"782",18137,"Ripley County",0.316,0.184824065
"783",18139,"Rush County",0.297,0.213530931
"784",18141,"St. Joseph County",0.33,0.190419885
"785",18143,"Scott County",0.328,0.208309162
"786",18145,"Shelby County",0.366,0.205874818
"787",18147,"Spencer County",0.354,0.175805676
"788",18149,"Starke County",0.326,0.227749165
"789",18151,"Steuben County",0.296,0.192540147
"790",18153,"Sullivan County",0.306,0.210652002
"791",18155,"Switzerland County",0.344,0.240196209
"792",18157,"Tippecanoe County",0.325,0.191170141
"793",18159,"Tipton County",0.345,0.18771038
"794",18161,"Union County",0.247,0.201950608
"795",18163,"Vanderburgh County",0.342,0.213997713
"796",18165,"Vermillion County",0.405,0.189332145
"797",18167,"Vigo County",0.346,0.22079089
"798",18169,"Wabash County",0.345,0.196479515
"799",18171,"Warren County",0.342,0.185651631
"800",18173,"Warrick County",0.352,0.176458303
"801",18175,"Washington County",0.406,0.212359275
"802",18177,"Wayne County",0.375,0.212556828
"803",18179,"Wells County",0.34,0.187402696
"804",18181,"White County",0.288,0.179967948
"805",18183,"Whitley County",0.366,0.185333641
"806",19000,"Iowa",0.332,0.170800174
"807",19001,"Adair County",0.315,0.155835714
"808",19003,"Adams County",0.299,0.156367121
"809",19005,"Allamakee County",0.35,0.161872113
"810",19007,"Appanoose County",0.373,0.168397935
"811",19009,"Audubon County",0.301,0.161866326
"812",19011,"Benton County",0.356,0.149308128
"813",19013,"Black Hawk County",0.306,0.182660575
"814",19015,"Boone County",0.358,0.160366725
"815",19017,"Bremer County",0.327,0.140665987
"816",19019,"Buchanan County",0.327,0.161584521
"817",19021,"Buena Vista County",0.337,0.14874088
"818",19023,"Butler County",0.333,0.150703305
"819",19025,"Calhoun County",0.36,0.165513561
"820",19027,"Carroll County",0.339,0.152612509
"821",19029,"Cass County",0.337,0.172660425
"822",19031,"Cedar County",0.347,0.140769808
"823",19033,"Cerro Gordo County",0.3,0.163457334
"824",19035,"Cherokee County",0.351,0.165134856
"825",19037,"Chickasaw County",0.302,0.157914977
"826",19039,"Clarke County",0.366,0.171794267
"827",19041,"Clay County",0.35,0.158644809
"828",19043,"Clayton County",0.36,0.154467252
"829",19045,"Clinton County",0.333,0.171254212
"830",19047,"Crawford County",0.333,0.168801617
"831",19049,"Dallas County",0.286,0.134942584
"832",19051,"Davis County",0.256,0.16607978
"833",19053,"Decatur County",0.404,0.181775738
"834",19055,"Delaware County",0.328,0.156723218
"835",19057,"Des Moines County",0.369,0.186906014
"836",19059,"Dickinson County",0.277,0.152482733
"837",19061,"Dubuque County",0.335,0.16403689
"838",19063,"Emmet County",0.401,0.179738397
"839",19065,"Fayette County",0.339,0.159108496
"840",19067,"Floyd County",0.407,0.159473255
"841",19069,"Franklin County",0.451,0.167018175
"842",19071,"Fremont County",0.327,0.155792717
"843",19073,"Greene County",0.412,0.148456947
"844",19075,"Grundy County",0.311,0.135235422
"845",19077,"Guthrie County",0.336,0.150622482
"846",19079,"Hamilton County",0.331,0.151132012
"847",19081,"Hancock County",0.341,0.144983562
"848",19083,"Hardin County",0.421,0.153706652
"849",19085,"Harrison County",0.398,0.157067911
"850",19087,"Henry County",0.348,0.165068313
"851",19089,"Howard County",0.316,0.160043809
"852",19091,"Humboldt County",0.296,0.164724998
"853",19093,"Ida County",0.303,0.157601683
"854",19095,"Iowa County",0.315,0.147563895
"855",19097,"Jackson County",0.311,0.154297431
"856",19099,"Jasper County",0.361,0.152980666
"857",19101,"Jefferson County",0.282,0.152913156
"858",19103,"Johnson County",0.264,0.14528092
"859",19105,"Jones County",0.376,0.153013911
"860",19107,"Keokuk County",0.366,0.153266395
"861",19109,"Kossuth County",0.359,0.153450275
"862",19111,"Lee County",0.403,0.181419681
"863",19113,"Linn County",0.344,0.163722358
"864",19115,"Louisa County",0.372,0.161945286
"865",19117,"Lucas County",0.315,0.153134812
"866",19119,"Lyon County",0.39,0.143176765
"867",19121,"Madison County",0.368,0.146409568
"868",19123,"Mahaska County",0.332,0.168397495
"869",19125,"Marion County",0.337,0.150265628
"870",19127,"Marshall County",0.346,0.148165507
"871",19129,"Mills County",0.328,0.144523497
"872",19131,"Mitchell County",0.32,0.151523137
"873",19133,"Monona County",0.379,0.167655914
"874",19135,"Monroe County",0.335,0.175325218
"875",19137,"Montgomery County",0.261,0.174513259
"876",19139,"Muscatine County",0.365,0.152994747
"877",19141,"O'Brien County",0.285,0.151671754
"878",19143,"Osceola County",0.32,0.157415097
"879",19145,"Page County",0.442,0.165845595
"880",19147,"Palo Alto County",0.316,0.144566135
"881",19149,"Plymouth County",0.321,0.149033997
"882",19151,"Pocahontas County",0.377,0.161992049
"883",19153,"Polk County",0.319,0.149896671
"884",19155,"Pottawattamie County",0.411,0.171733765
"885",19157,"Poweshiek County",0.313,0.148643292
"886",19159,"Ringgold County",0.327,0.154919399
"887",19161,"Sac County",0.306,0.150876744
"888",19163,"Scott County",0.331,0.17148112
"889",19165,"Shelby County",0.346,0.149056333
"890",19167,"Sioux County",0.285,0.13990207
"891",19169,"Story County",0.262,0.149288421
"892",19171,"Tama County",0.354,0.173005332
"893",19173,"Taylor County",0.322,0.164712938
"894",19175,"Union County",0.406,0.161915787
"895",19177,"Van Buren County",0.329,0.158611682
"896",19179,"Wapello County",0.323,0.198535942
"897",19181,"Warren County",0.34,0.143989976
"898",19183,"Washington County",0.342,0.152801191
"899",19185,"Wayne County",0.391,0.169338451
"900",19187,"Webster County",0.375,0.170041088
"901",19189,"Winnebago County",0.398,0.151651272
"902",19191,"Winneshiek County",0.332,0.140163521
"903",19193,"Woodbury County",0.354,0.18502301
"904",19195,"Worth County",0.326,0.148714676
"905",19197,"Wright County",0.365,0.160525111
"906",20000,"Kansas",0.332,0.173842735
"907",20001,"Allen County",0.383,0.18646172
"908",20003,"Anderson County",0.353,0.172192152
"909",20005,"Atchison County",0.434,0.16833097
"910",20007,"Barber County",0.275,0.166989194
"911",20009,"Barton County",0.391,0.173420322
"912",20011,"Bourbon County",0.348,0.187797345
"913",20013,"Brown County",0.368,0.171497734
"914",20015,"Butler County",0.352,0.158222665
"915",20017,"Chase County",0.345,0.151178321
"916",20019,"Chautauqua County",0.319,0.166909744
"917",20021,"Cherokee County",0.418,0.193001422
"918",20023,"Cheyenne County",0.322,0.157187973
"919",20025,"Clark County",0.32,0.157211799
"920",20027,"Clay County",0.292,0.144373405
"921",20029,"Cloud County",0.404,0.178390372
"922",20031,"Coffey County",0.383,0.154800707
"923",20033,"Comanche County",0.265,0.140368427
"924",20035,"Cowley County",0.387,0.164772497
"925",20037,"Crawford County",0.336,0.188184176
"926",20039,"Decatur County",0.32,0.160718942
"927",20041,"Dickinson County",0.36,0.179755404
"928",20043,"Doniphan County",0.375,0.157273844
"929",20045,"Douglas County",0.279,0.166190313
"930",20047,"Edwards County",0.38,0.153383613
"931",20049,"Elk County",0.333,0.161095382
"932",20051,"Ellis County",0.3,0.15891593
"933",20053,"Ellsworth County",0.366,0.151330263
"934",20055,"Finney County",0.363,0.170835347
"935",20057,"Ford County",0.309,0.169543452
"936",20059,"Franklin County",0.326,0.184592739
"937",20061,"Geary County",0.387,0.223192078
"938",20063,"Gove County",0.287,0.144201254
"939",20065,"Graham County",0.303,0.151740182
"940",20067,"Grant County",0.316,0.149665437
"941",20069,"Gray County",0.31,0.145306147
"942",20071,"Greeley County",0.283,0.15643109
"943",20073,"Greenwood County",0.363,0.166955377
"944",20075,"Hamilton County",0.39,0.166048116
"945",20077,"Harper County",0.364,0.168836571
"946",20079,"Harvey County",0.309,0.148052641
"947",20081,"Haskell County",0.337,0.161893951
"948",20083,"Hodgeman County",0.348,0.136126672
"949",20085,"Jackson County",0.379,0.160009578
"950",20087,"Jefferson County",0.349,0.164721724
"951",20089,"Jewell County",0.291,0.16622579
"952",20091,"Johnson County",0.271,0.106385456
"953",20093,"Kearny County",0.347,0.160335716
"954",20095,"Kingman County",0.315,0.139712625
"955",20097,"Kiowa County",0.299,0.154419395
"956",20099,"Labette County",0.373,0.192347636
"957",20101,"Lane County",0.31,0.152817784
"958",20103,"Leavenworth County",0.368,0.180861087
"959",20105,"Lincoln County",0.327,0.147636747
"960",20107,"Linn County",0.4,0.183912044
"961",20109,"Logan County",0.315,0.142549011
"962",20111,"Lyon County",0.392,0.181598154
"963",20113,"McPherson County",0.308,0.135902583
"964",20115,"Marion County",0.4,0.154028927
"965",20117,"Marshall County",0.346,0.15176062
"966",20119,"Meade County",0.349,0.159758656
"967",20121,"Miami County",0.354,0.149804993
"968",20123,"Mitchell County",0.3,0.16147951
"969",20125,"Montgomery County",0.406,0.193057894
"970",20127,"Morris County",0.386,0.151063403
"971",20129,"Morton County",0.293,0.15253636
"972",20131,"Nemaha County",0.338,0.153648232
"973",20133,"Neosho County",0.382,0.195771568
"974",20135,"Ness County",0.331,0.153434447
"975",20137,"Norton County",0.3,0.16666753
"976",20139,"Osage County",0.392,0.165630726
"977",20141,"Osborne County",0.29,0.158773868
"978",20143,"Ottawa County",0.333,0.167882299
"979",20145,"Pawnee County",0.367,0.160381243
"980",20147,"Phillips County",0.344,0.15615541
"981",20149,"Pottawatomie County",0.315,0.145831046
"982",20151,"Pratt County",0.329,0.157950529
"983",20153,"Rawlins County",0.277,0.142826431
"984",20155,"Reno County",0.36,0.159490598
"985",20157,"Republic County",0.352,0.152472772
"986",20159,"Rice County",0.371,0.166799166
"987",20161,"Riley County",0.253,0.146092422
"988",20163,"Rooks County",0.352,0.164480325
"989",20165,"Rush County",0.383,0.153566083
"990",20167,"Russell County",0.332,0.157749915
"991",20169,"Saline County",0.345,0.178542953
"992",20171,"Scott County",0.39,0.154997364
"993",20173,"Sedgwick County",0.336,0.170320928
"994",20175,"Seward County",0.359,0.181213547
"995",20177,"Shawnee County",0.367,0.177589937
"996",20179,"Sheridan County",0.237,0.149776711
"997",20181,"Sherman County",0.397,0.156911755
"998",20183,"Smith County",0.374,0.160384732
"999",20185,"Stafford County",0.323,0.159302579
"1000",20187,"Stanton County",0.379,0.160280655
"1001",20189,"Stevens County",0.378,0.164228659
"1002",20191,"Sumner County",0.423,0.16516889
"1003",20193,"Thomas County",0.334,0.157445797
"1004",20195,"Trego County",0.364,0.138548136
"1005",20197,"Wabaunsee County",0.33,0.139175415
"1006",20199,"Wallace County",0.261,0.145854325
"1007",20201,"Washington County",0.329,0.143981302
"1008",20203,"Wichita County",0.362,0.135033371
"1009",20205,"Wilson County",0.397,0.180943746
"1010",20207,"Woodson County",0.382,0.183221238
"1011",20209,"Wyandotte County",0.395,0.209800846
"1012",21000,"Kentucky",0.338,0.245934315
"1013",21001,"Adair County",0.409,0.226199734
"1014",21003,"Allen County",0.375,0.221750748
"1015",21005,"Anderson County",0.369,0.191322716
"1016",21007,"Ballard County",0.364,0.204586403
"1017",21009,"Barren County",0.337,0.223959242
"1018",21011,"Bath County",0.419,0.230059284
"1019",21013,"Bell County",0.374,0.275484009
"1020",21015,"Boone County",0.358,0.176541187
"1021",21017,"Bourbon County",0.303,0.204233912
"1022",21019,"Boyd County",0.405,0.215871053
"1023",21021,"Boyle County",0.285,0.201627597
"1024",21023,"Bracken County",0.317,0.210082551
"1025",21025,"Breathitt County",0.381,0.266844259
"1026",21027,"Breckinridge County",0.246,0.222951895
"1027",21029,"Bullitt County",0.345,0.19715223
"1028",21031,"Butler County",0.313,0.229395704
"1029",21033,"Caldwell County",0.336,0.197406889
"1030",21035,"Calloway County",0.33,0.193916747
"1031",21037,"Campbell County",0.316,0.190926306
"1032",21039,"Carlisle County",0.27,0.222190422
"1033",21041,"Carroll County",0.293,0.223979787
"1034",21043,"Carter County",0.396,0.226685781
"1035",21045,"Casey County",0.348,0.264476815
"1036",21047,"Christian County",0.341,0.234738933
"1037",21049,"Clark County",0.361,0.188511999
"1038",21051,"Clay County",0.363,0.293099181
"1039",21053,"Clinton County",0.352,0.23363065
"1040",21055,"Crittenden County",0.313,0.21927924
"1041",21057,"Cumberland County",0.373,0.213740292
"1042",21059,"Daviess County",0.313,0.173414522
"1043",21061,"Edmonson County",0.362,0.217103882
"1044",21063,"Elliott County",0.399,0.272817027
"1045",21065,"Estill County",0.4,0.251553519
"1046",21067,"Fayette County",0.267,0.196287558
"1047",21069,"Fleming County",0.34,0.221186334
"1048",21071,"Floyd County",0.413,0.248196581
"1049",21073,"Franklin County",0.371,0.190831059
"1050",21075,"Fulton County",0.396,0.246416823
"1051",21077,"Gallatin County",0.304,0.211382685
"1052",21079,"Garrard County",0.389,0.204146597
"1053",21081,"Grant County",0.336,0.231300757
"1054",21083,"Graves County",0.35,0.221315697
"1055",21085,"Grayson County",0.374,0.242562899
"1056",21087,"Green County",0.346,0.211090298
"1057",21089,"Greenup County",0.404,0.202429572
"1058",21091,"Hancock County",0.308,0.213141852
"1059",21093,"Hardin County",0.378,0.21198974
"1060",21095,"Harlan County",0.324,0.267085519
"1061",21097,"Harrison County",0.358,0.200253171
"1062",21099,"Hart County",0.307,0.230394256
"1063",21101,"Henderson County",0.358,0.214965794
"1064",21103,"Henry County",0.287,0.207967868
"1065",21105,"Hickman County",0.296,0.224938045
"1066",21107,"Hopkins County",0.359,0.204447712
"1067",21109,"Jackson County",0.435,0.265087228
"1068",21111,"Jefferson County",0.322,0.198269563
"1069",21113,"Jessamine County",0.336,0.202406048
"1070",21115,"Johnson County",0.436,0.220065331
"1071",21117,"Kenton County",0.332,0.210064333
"1072",21119,"Knott County",0.411,0.249595677
"1073",21121,"Knox County",0.394,0.280577166
"1074",21123,"Larue County",0.361,0.21336173
"1075",21125,"Laurel County",0.391,0.214520202
"1076",21127,"Lawrence County",0.397,0.229724708
"1077",21129,"Lee County",0.398,0.266147141
"1078",21131,"Leslie County",0.414,0.256816618
"1079",21133,"Letcher County",0.389,0.260069257
"1080",21135,"Lewis County",0.433,0.251872812
"1081",21137,"Lincoln County",0.38,0.23064882
"1082",21139,"Livingston County",0.323,0.199229079
"1083",21141,"Logan County",0.384,0.222261707
"1084",21143,"Lyon County",0.265,0.18931217
"1085",21145,"McCracken County",0.3,0.210507799
"1086",21147,"McCreary County",0.398,0.318776999
"1087",21149,"McLean County",0.377,0.205879224
"1088",21151,"Madison County",0.352,0.188174499
"1089",21153,"Magoffin County",0.366,0.253057664
"1090",21155,"Marion County",0.369,0.2330721
"1091",21157,"Marshall County",0.382,0.190526559
"1092",21159,"Martin County",0.405,0.252878301
"1093",21161,"Mason County",0.343,0.223455495
"1094",21163,"Meade County",0.366,0.213344
"1095",21165,"Menifee County",0.329,0.212588761
"1096",21167,"Mercer County",0.271,0.20510978
"1097",21169,"Metcalfe County",0.336,0.240821753
"1098",21171,"Monroe County",0.368,0.231552074
"1099",21173,"Montgomery County",0.327,0.232173359
"1100",21175,"Morgan County",0.376,0.249701097
"1101",21177,"Muhlenberg County",0.358,0.217592228
"1102",21179,"Nelson County",0.352,0.185127159
"1103",21181,"Nicholas County",0.332,0.242784887
"1104",21183,"Ohio County",0.359,0.225619802
"1105",21185,"Oldham County",0.216,0.159831214
"1106",21187,"Owen County",0.356,0.207863063
"1107",21189,"Owsley County",0.463,0.261403931
"1108",21191,"Pendleton County",0.332,0.198897599
"1109",21193,"Perry County",0.41,0.245334311
"1110",21195,"Pike County",0.387,0.232118404
"1111",21197,"Powell County",0.326,0.239164938
"1112",21199,"Pulaski County",0.367,0.24382525
"1113",21201,"Robertson County",0.269,0.23137216
"1114",21203,"Rockcastle County",0.338,0.23572165
"1115",21205,"Rowan County",0.381,0.236934484
"1116",21207,"Russell County",0.323,0.229945122
"1117",21209,"Scott County",0.34,0.183335095
"1118",21211,"Shelby County",0.307,0.187156242
"1119",21213,"Simpson County",0.381,0.208309668
"1120",21215,"Spencer County",0.365,0.181753877
"1121",21217,"Taylor County",0.357,0.220618516
"1122",21219,"Todd County",0.358,0.222311419
"1123",21221,"Trigg County",0.328,0.201497784
"1124",21223,"Trimble County",0.369,0.205182755
"1125",21225,"Union County",0.314,0.22414372
"1126",21227,"Warren County",0.295,0.198273252
"1127",21229,"Washington County",0.346,0.200106156
"1128",21231,"Wayne County",0.401,0.24049805
"1129",21233,"Webster County",0.358,0.232425188
"1130",21235,"Whitley County",0.333,0.239963344
"1131",21237,"Wolfe County",0.361,0.290767694
"1132",21239,"Woodford County",0.323,0.179904218
"1133",22000,"Louisiana",0.354,0.230507776
"1134",22001,"Acadia Parish",0.384,0.215340881
"1135",22003,"Allen Parish",0.37,0.220389876
"1136",22005,"Ascension Parish",0.331,0.181554528
"1137",22007,"Assumption Parish",0.421,0.210321972
"1138",22009,"Avoyelles Parish",0.447,0.229465675
"1139",22011,"Beauregard Parish",0.361,0.207215381
"1140",22013,"Bienville Parish",0.453,0.216123875
"1141",22015,"Bossier Parish",0.308,0.188865144
"1142",22017,"Caddo Parish",0.399,0.219239805
"1143",22019,"Calcasieu Parish",0.354,0.202458884
"1144",22021,"Caldwell Parish",0.397,0.234447151
"1145",22023,"Cameron Parish",0.351,0.186835779
"1146",22025,"Catahoula Parish",0.371,0.225406138
"1147",22027,"Claiborne Parish",0.379,0.2625988
"1148",22029,"Concordia Parish",0.345,0.245681568
"1149",22031,"De Soto Parish",0.38,0.220271911
"1150",22033,"East Baton Rouge Parish",0.319,0.18269947
"1151",22035,"East Carroll Parish",0.4,0.318480868
"1152",22037,"East Feliciana Parish",0.348,0.206757967
"1153",22039,"Evangeline Parish",0.393,0.244789741
"1154",22041,"Franklin Parish",0.383,0.235156255
"1155",22043,"Grant Parish",0.474,0.225394423
"1156",22045,"Iberia Parish",0.413,0.212427822
"1157",22047,"Iberville Parish",0.381,0.209932518
"1158",22049,"Jackson Parish",0.342,0.218170072
"1159",22051,"Jefferson Parish",0.334,0.187436696
"1160",22053,"Jefferson Davis Parish",0.408,0.210316768
"1161",22055,"Lafayette Parish",0.312,0.177986266
"1162",22057,"Lafourche Parish",0.396,0.192247583
"1163",22059,"La Salle Parish",0.344,0.226648301
"1164",22061,"Lincoln Parish",0.358,0.209794976
"1165",22063,"Livingston Parish",0.365,0.216043162
"1166",22065,"Madison Parish",0.412,0.276381702
"1167",22067,"Morehouse Parish",0.432,0.226412886
"1168",22069,"Natchitoches Parish",0.364,0.237009941
"1169",22071,"Orleans Parish",0.296,0.226096241
"1170",22073,"Ouachita Parish",0.401,0.214316568
"1171",22075,"Plaquemines Parish",0.375,0.195030821
"1172",22077,"Pointe Coupee Parish",0.312,0.195936025
"1173",22079,"Rapides Parish",0.397,0.224379567
"1174",22081,"Red River Parish",0.312,0.218837617
"1175",22083,"Richland Parish",0.356,0.232269186
"1176",22085,"Sabine Parish",0.458,0.209544957
"1177",22087,"St. Bernard Parish",0.425,0.22517842
"1178",22089,"St. Charles Parish",0.373,0.187244737
"1179",22091,"St. Helena Parish",0.324,0.239171936
"1180",22093,"St. James Parish",0.381,0.190069555
"1181",22095,"St. John the Baptist Parish",0.433,0.205160155
"1182",22097,"St. Landry Parish",0.337,0.243989693
"1183",22099,"St. Martin Parish",0.369,0.215043765
"1184",22101,"St. Mary Parish",0.38,0.215776595
"1185",22103,"St. Tammany Parish",0.302,0.177092806
"1186",22105,"Tangipahoa Parish",0.387,0.220247562
"1187",22107,"Tensas Parish",0.307,0.284773188
"1188",22109,"Terrebonne Parish",0.416,0.222912356
"1189",22111,"Union Parish",0.381,0.19369311
"1190",22113,"Vermilion Parish",0.388,0.204213277
"1191",22115,"Vernon Parish",0.354,0.202926678
"1192",22117,"Washington Parish",0.428,0.232360684
